convN,alpha,discount,epsilon,fedP,syncBackups,stochasticPolicy,envSeed,trial,sims,endScoreStoch,comment,avgRew,episodes,endScoreBell,endScoreRand,aggs,backups,endScoreStochBell,endScore,finalDiff,threshDiff,threshRew,threshEp,threshBack
10,0.2,0.6,1.0,8,10,True,3703,2,30300.0,-1054.1754392333787,constant distance,-42.3257495993027,300.0,2426.075179067839,-4317.485495460274,3013.0,30300.0,-641.937673866531,2090.5198741561867,0.4844461393893501,0.43531715345218075,-42.3257495993027,299,30199
10,0.5,0.6,0.0,16,1000,True,3703,2,30300.0,331.6503651698981,constant distance,-4.518038934830784,300.0,2426.075179067839,-4285.849486546205,30.0,30300.0,-744.67522790592,2090.5198741561867,2.290387455176363,2.5379916817613384,-4.518038934830784,299,30199
10,0.1,0.6,1.0,4,1000,True,3702,1,10100000.0,14502.836003952058,max episodes,146.48254600200215,100000.0,14502.836003952058,14504.672698675688,10100.0,10100000.0,14502.836003952058,14504.672698675688,5.658221625891583,5.658221625891582,146.48254600200215,99999,10099899
10,0.1,0.6,1.0,2,1,True,3702,1,10100000.0,14502.836003952058,max episodes,146.48254600200215,100000.0,14502.836003952058,14480.7956672685,10096520.0,10100000.0,14502.426667191019,14504.672698675688,5.654917409432253,5.654917409432253,146.48254600200215,99999,10099899
10,1.0,0.6,1.0,8,10,True,3703,2,40400.0,-330.41028601828344,constant distance,-43.07628122205142,400.0,2426.075179067839,-4390.901246194008,4039.0,40400.0,-880.7362423815023,2090.5198741561867,1.2690983257993804,1.0871529818433463,-43.07628122205142,399,40299
10,0.1,0.6,0.0,2,1000,True,3703,2,30300.0,-544.0359915185187,constant distance,-11.609944329462316,300.0,2426.075179067839,-4262.429589232439,30.0,30300.0,-738.8061267841597,2090.5198741561867,0.8067553624298196,0.838959190422301,-11.609944329462316,299,30199
10,0.5,0.6,0.0,2,1000,True,3701,0,30300.0,1713.7360524274832,constant distance,19.700287562503856,300.0,3913.432567588432,1301.437714997876,30.0,30300.0,2234.388711227938,1212.2207508638205,1.4357600637821324,1.3264898324112366,19.700287562503856,299,30199
10,0.01,0.6,1.0,8,10,True,3702,1,10100000.0,14500.999309228428,max episodes,146.48254600200215,100000.0,14502.836003952058,14504.672698675688,1009628.0,10100000.0,14502.836003952058,14504.672698675688,5.77837464446655,5.778374644466549,146.48254600200215,99999,10099899
10,0.1,0.6,0.0,16,100,True,3701,0,30300.0,2220.7223561546452,constant distance,20.1420113934197,300.0,3913.432567588432,1144.8366382442707,302.0,30300.0,2127.3096291223374,3898.6047529358507,0.3646469772625844,0.1655321459154843,20.1420113934197,299,30199
10,1.0,0.6,0.0,2,1000,True,3702,1,10100000.0,14500.999309228428,max episodes,146.48254600200215,100000.0,14502.836003952058,14486.305751439388,10100.0,10100000.0,14497.665260181686,14504.672698675688,5.2703715622332945,5.2703715622332945,146.48254600200215,99999,10099899
10,0.1,0.6,0.0,4,1000,True,3701,0,30300.0,2190.0100605768257,constant distance,20.802289851901214,300.0,3913.432567588432,1240.415158038121,30.0,30300.0,2203.69609993226,4074.9011861201907,0.4790060095566978,0.3572650787951208,20.802289851901214,299,30199
10,0.1,0.6,1.0,2,10000,True,3702,1,10100000.0,14502.836003952058,max episodes,146.48254600200215,100000.0,14502.836003952058,14497.325919781168,1010.0,10100000.0,14502.426667191019,14504.672698675688,5.73304566298649,5.73304566298649,146.48254600200215,99999,10099899
10,0.01,0.6,1.0,4,1000,True,3701,0,30300.0,2156.6067910550278,constant distance,12.650450994010248,300.0,3913.432567588432,1129.4540464431082,30.0,30300.0,2139.539327453309,3898.6047529358507,0.11028840226555055,0.09013396609420364,13.403686934732605,100,10100
10,1.0,0.6,0.0,4,100,True,3703,2,30300.0,-882.3522239244869,constant distance,-10.586768589344404,300.0,2426.075179067839,-4222.409794774689,303.0,30300.0,-814.6387279060918,2424.6248474958406,3.1074891924602523,3.2994837357427977,-10.586768589344404,299,30199
10,1.0,0.6,0.0,4,10000,True,3701,0,30300.0,2194.1818940470107,constant distance,24.26394868028272,300.0,3913.432567588432,1136.7406194681396,3.0,30300.0,2109.4899220064817,3774.5451416989877,2.5259381663189187,2.306484346414121,24.26394868028272,299,30199
10,0.01,0.6,1.0,2,10,True,3703,2,40400.0,-797.1307019703096,constant distance,-40.03267219230494,400.0,2426.075179067839,-4235.365009624471,4003.0,40400.0,-820.6899263039388,2424.6248474958406,0.19567976510737975,0.08977492585290466,-41.33401151189625,290,29290
10,0.1,0.6,1.0,8,1000,True,3703,2,30300.0,-832.2867775551916,constant distance,-42.663884122507035,300.0,2426.075179067839,-4106.1430735494805,30.0,30300.0,-634.8457896397356,2424.6248474958406,0.898667383299547,0.5753326432264937,-42.663884122507035,299,30199
10,1.0,0.6,0.0,16,10,True,3701,0,30300.0,2147.3462131361043,constant distance,22.084799151684443,300.0,3913.432567588432,1187.7210944724263,2954.0,30300.0,2171.4859903608035,3898.6047529358507,0.6834911992558501,0.6345844213438336,22.084799151684443,299,30199
10,0.01,0.6,1.0,4,100,True,3702,1,10100000.0,14489.979140886648,max episodes,146.48254600200215,100000.0,14502.836003952058,14480.7956672685,100461.0,10100000.0,14502.426667191019,14504.672698675688,5.779474497952149,5.779474497952148,146.48254600200215,99999,10099899
10,0.5,0.6,0.0,16,10,True,3702,1,10100000.0,14502.836003952058,max episodes,146.48254600200215,100000.0,14502.836003952058,14504.672698675688,1008769.0,10100000.0,14502.426667191019,14504.672698675688,5.387042033271024,5.387042033271024,146.48254600200215,99999,10099899
10,0.2,0.6,1.0,4,10,True,3703,2,30300.0,-751.1094213006985,constant distance,-47.32435148704137,300.0,2426.075179067839,-4209.479246429919,3027.0,30300.0,-874.3116865778421,2424.6248474958406,0.5511315468713122,0.9375841454185591,-47.32435148704137,299,30199
10,0.01,0.6,0.0,8,10000,True,3702,1,10100000.0,14491.067158448723,max episodes,146.48254600200215,100000.0,14502.836003952058,14502.836003952058,1010.0,10100000.0,14502.426667191019,14504.672698675688,5.778453187560173,5.778453187560172,146.48254600200215,99999,10099899
10,1.0,0.6,0.0,1,-1,True,3703,2,40400.0,-3147.582934276965,constant distance,-2.885666226097334,400.0,2383.1877232876564,-4336.291798792813,0,40400.0,-733.8015963922899,-2567.9561709722084,3.8481722487480345,4.5934137417068115,-2.885666226097334,399,40299
10,1.0,0.6,0.0,16,1,True,3701,0,30300.0,1815.1692997566752,constant distance,24.55763862148176,300.0,3913.432567588432,1252.4308052848726,30186.0,30300.0,2044.9874040582733,3140.237322503213,0.4667574679267137,0.5561555123529692,24.55763862148176,299,30199
10,0.01,0.6,1.0,2,1,True,3701,0,30300.0,2061.143612212358,constant distance,11.99700301708175,300.0,3913.432567588432,1120.7844105146128,30656.0,30300.0,2161.0662081477326,3898.6047529358507,0.12506922926646752,0.0822751224857644,11.151864358567712,100,10100
10,0.1,0.6,1.0,4,100,True,3703,2,40400.0,-911.2122764303101,constant distance,-48.27460703569621,400.0,2426.075179067839,-4301.914228678921,403.0,40400.0,-770.7988738519299,2090.5198741561867,0.6022864819373813,0.4949958444188285,-48.27460703569621,399,40299
10,0.2,0.6,1.0,4,10,True,3701,0,30300.0,2158.02188977324,constant distance,12.777957581446923,300.0,3913.432567588432,1146.3204813806217,3026.0,30300.0,2172.4866341185125,4074.9011861201907,0.38185966366457696,0.40664938055297056,12.777957581446923,299,30199
10,0.5,0.6,0.0,4,1000,True,3703,2,30300.0,347.07801893185,constant distance,-4.229950112857734,300.0,2426.075179067839,-4301.820852591797,30.0,30300.0,-805.5363775228803,2424.6248474958406,2.0687871380490437,2.1505594076856727,-4.229950112857734,299,30199
10,1.0,0.6,1.0,16,10,True,3703,2,30300.0,-627.747529333042,constant distance,-43.933855458728644,300.0,2426.075179067839,-4232.427230606297,2975.0,30300.0,-814.3689089249178,2424.6248474958406,1.0818833302694324,1.0132541056239703,-43.933855458728644,299,30199
10,0.1,0.6,1.0,16,1000,True,3701,0,30300.0,2396.060143201674,constant distance,15.456351095971788,300.0,3913.432567588432,1342.1325308501578,30.0,30300.0,2159.8103059264654,4074.9011861201907,0.6044912831805792,0.8029312662842719,15.456351095971788,299,30199
10,1.0,0.6,1.0,16,10,True,3702,1,10100000.0,14493.652530333908,max episodes,146.48254600200215,100000.0,14502.836003952058,14504.672698675688,1006485.0,10100000.0,14502.426667191019,14504.672698675688,4.895592015578409,4.895592015578409,146.48254600200215,99999,10099899
10,0.1,0.6,1.0,16,100,True,3701,0,30300.0,2264.609480140867,constant distance,9.343958390606357,300.0,3913.432567588432,1230.51232270757,298.0,30300.0,2092.8255563693588,3898.6047529358507,0.3291907412191707,0.13967229918643984,9.343958390606357,299,30199
10,0.2,0.6,0.0,1,-1,True,3702,1,10100000.0,14502.836003952058,max episodes,146.48254600200215,100000.0,14503.924021514133,14504.672698675688,0,10100000.0,14498.004600582204,14504.672698675688,5.528429863720507,5.528429863720508,146.48254600200215,99999,10099899
10,0.1,0.6,0.0,2,1000,True,3702,1,10100000.0,14479.298312945386,max episodes,146.48254600200215,100000.0,14502.836003952058,14504.672698675688,10100.0,10100000.0,14502.836003952058,14504.672698675688,5.757736192008767,5.7577361920087675,146.48254600200215,99999,10099899
10,0.2,0.6,1.0,4,1000,True,3703,2,30300.0,-1185.2825952558255,constant distance,-37.65693866422671,300.0,2426.075179067839,-4258.144820115499,30.0,30300.0,-701.7094910604258,2090.5198741561867,1.1866982471155345,0.7762172474229728,-37.65693866422671,299,30199
10,0.01,0.6,1.0,2,1000,True,3702,1,10100000.0,14483.720379554203,max episodes,146.48254600200215,100000.0,14502.836003952058,14487.73310940198,10100.0,10100000.0,14502.426667191019,14504.672698675688,5.777504283789147,5.777504283789147,146.48254600200215,99999,10099899
10,1.0,0.6,0.0,8,10,True,3703,2,30300.0,-533.9355138843728,constant distance,-6.852838167661157,300.0,2426.075179067839,-4189.335484750574,3018.0,30300.0,-703.7706938912037,2424.6248474958406,1.6899714119374623,1.5447067561990941,-6.852838167661157,299,30199
10,0.5,0.6,0.0,8,100,True,3703,2,30300.0,-636.6881482186453,constant distance,2.514928944524042,300.0,2426.075179067839,-4327.571246971148,302.0,30300.0,-886.9376018257655,2090.5198741561867,1.6549766832486417,1.0069909839694997,2.514928944524042,299,30199
10,1.0,0.6,1.0,16,1,True,3701,0,30300.0,2038.2132560073564,constant distance,11.632891791705642,300.0,3913.432567588432,1204.5033338956844,30206.0,30300.0,2128.5410820738175,3898.6047529358507,0.5583904929457568,0.40068008338941846,11.632891791705642,299,30199
10,0.5,0.6,1.0,4,10,True,3701,0,30300.0,1927.0794042444954,constant distance,11.02380494717613,300.0,3913.432567588432,1282.1406875219366,3032.0,30300.0,2083.270721793243,3898.6047529358507,0.7097450708886603,0.6396789284420545,11.02380494717613,299,30199
10,0.01,0.6,1.0,16,100,True,3703,2,30300.0,-946.9997346228905,constant distance,-39.53598732552335,300.0,2426.075179067839,-4280.453389158127,299.0,30300.0,-720.2294619988027,2424.6248474958406,0.0767785958509924,0.07695488488591355,-45.25965094050972,100,10100
10,1.0,0.6,1.0,8,10,True,3702,1,10100000.0,14502.836003952058,max episodes,146.48254600200215,100000.0,14502.836003952058,14502.836003952058,1009548.0,10100000.0,14485.826418317829,14504.672698675688,5.257650730911168,5.257650730911168,146.48254600200215,99999,10099899
10,0.01,0.6,0.0,16,10000,True,3702,1,10100000.0,14493.652530333908,max episodes,146.48254600200215,100000.0,14502.836003952058,14502.836003952058,1010.0,10100000.0,14500.250632066873,14504.672698675688,5.779773041587424,5.779773041587424,146.48254600200215,99999,10099899
10,0.5,0.6,0.0,8,1000,True,3703,2,30300.0,-505.63844884454755,constant distance,-8.878930258077414,300.0,2426.075179067839,-4210.565686240207,30.0,30300.0,-733.8527019651198,2090.5198741561867,1.9805301163844642,1.3878050640686732,-8.878930258077414,299,30199
10,0.5,0.6,0.0,8,1,True,3701,0,30300.0,2362.7039216099543,constant distance,19.113736916038125,300.0,3913.432567588432,1203.7022615303317,30256.0,30300.0,2043.374295212942,3898.6047529358507,0.4875764077122254,0.44679766545968597,19.113736916038125,299,30199
10,0.01,0.6,0.0,4,1,True,3702,1,10100000.0,14502.836003952058,max episodes,146.48254600200215,100000.0,14502.836003952058,14495.489225057538,10099552.0,10100000.0,14500.929312867907,14504.672698675688,5.77845530265752,5.77845530265752,146.48254600200215,99999,10099899
10,0.2,0.6,0.0,8,100,True,3702,1,10100000.0,14489.979140886648,max episodes,146.48254600200215,100000.0,14502.836003952058,14502.836003952058,100853.0,10100000.0,14495.828565458056,14504.672698675688,5.627396758448875,5.627396758448875,146.48254600200215,99999,10099899
10,0.2,0.6,1.0,4,10,True,3702,1,10100000.0,14502.836003952058,max episodes,146.48254600200215,100000.0,14502.836003952058,14504.672698675688,1006361.0,10100000.0,14499.162614504798,14504.672698675688,5.767523161011374,5.767523161011374,146.48254600200215,99999,10099899
10,0.01,0.6,1.0,16,1,True,3703,2,40400.0,-832.4279065915773,constant distance,-40.62496242789915,400.0,2426.075179067839,-4292.099492584616,40252.0,40400.0,-679.251326821234,2424.6248474958406,0.057659571935922506,0.08706944069186323,-38.74001567873381,90,9090
10,0.2,0.6,0.0,1,-1,True,3703,2,40400.0,-244.97368106548518,constant distance,-7.390626947429863,400.0,2383.1877232876564,-4308.861803192758,0,40400.0,-912.6372845351239,1994.2853289328273,1.0562704441094635,1.5511623367655987,-7.390626947429863,399,40299
10,0.2,0.6,0.0,4,10000,True,3702,1,10100000.0,14502.836003952058,max episodes,146.48254600200215,100000.0,14502.836003952058,14499.162614504798,1010.0,10100000.0,14502.836003952058,14504.672698675688,5.648626051191042,5.648626051191041,146.48254600200215,99999,10099899
10,0.2,0.6,0.0,1,-1,True,3701,0,40400.0,1929.0851444363684,constant distance,15.308711590436221,400.0,3956.0167532177406,1215.7360778934515,0,40400.0,2216.2344653803098,4114.069956920062,0.7567741333111802,0.601711889422074,15.308711590436221,399,40299
10,0.5,0.6,1.0,8,1,True,3702,1,10100000.0,14502.836003952058,max episodes,146.48254600200215,100000.0,14502.836003952058,14482.632361992128,10078829.0,10100000.0,14502.836003952058,14504.672698675688,5.538040983447387,5.538040983447387,146.48254600200215,99999,10099899
10,0.2,0.6,1.0,2,1,True,3701,0,30300.0,2064.263486503638,constant distance,14.229161071270426,300.0,3913.432567588432,1253.1002874240987,30279.0,30300.0,2070.825029404078,3898.6047529358507,0.6016255548095674,0.3916272010902762,14.229161071270426,299,30199
10,0.1,0.6,1.0,16,10,True,3701,0,30300.0,2147.712197821598,constant distance,12.422058897511103,300.0,3913.432567588432,1220.5034912158192,2956.0,30300.0,2058.651989548503,3898.6047529358507,0.15904988731498607,0.09221579764008914,11.102681640399387,50,5050
10,0.1,0.6,1.0,8,100,True,3701,0,30300.0,2103.272216528278,constant distance,12.2689270100475,300.0,3913.432567588432,1083.7965020291488,303.0,30300.0,2145.979295348674,3898.6047529358507,0.3980282982446401,0.09033796942039367,14.337212459965249,190,19190
10,0.01,0.6,0.0,16,10,True,3701,0,50500.0,2161.7991259559394,constant distance,21.901203039335428,500.0,3913.432567588432,1209.1544578296161,5041.0,50500.0,2071.7200237823513,3898.6047529358507,0.03668326768482695,0.09460720430895761,22.621924212375937,140,14140
10,1.0,0.6,1.0,4,10000,True,3701,0,30300.0,2774.085880649971,constant distance,10.225714036201774,300.0,3913.432567588432,1092.9570398345875,3.0,30300.0,2083.981202993992,3140.237322503213,2.9952574315429557,2.8440412648229634,10.225714036201774,299,30199
10,1.0,0.6,0.0,8,100,True,3702,1,10100000.0,14502.836003952058,max episodes,146.48254600200215,100000.0,14502.836003952058,14504.672698675688,100950.0,10100000.0,14502.836003952058,14504.672698675688,5.261925339904048,5.261925339904048,146.48254600200215,99999,10099899
10,0.1,0.6,1.0,8,100,True,3702,1,10100000.0,14500.999309228428,max episodes,146.48254600200215,100000.0,14502.836003952058,14482.492369271085,100978.0,10100000.0,14502.836003952058,14504.672698675688,5.719487765102798,5.719487765102798,146.48254600200215,99999,10099899
10,0.2,0.6,1.0,16,100,True,3703,2,30300.0,-742.8946119749279,constant distance,-43.749695880966854,300.0,2426.075179067839,-4241.437073542849,301.0,30300.0,-900.6103820310918,2424.6248474958406,0.9208976482820643,0.29679662423792136,-43.749695880966854,299,30199
10,0.5,0.6,1.0,8,10000,True,3702,1,10100000.0,14502.836003952058,max episodes,146.48254600200215,100000.0,14502.836003952058,14497.325919781168,1010.0,10100000.0,14501.338649628946,14504.672698675688,5.33317184956625,5.333171849566251,146.48254600200215,99999,10099899
10,0.01,0.6,1.0,2,1,True,3702,1,10100000.0,14491.067158448723,max episodes,146.48254600200215,100000.0,14502.836003952058,14504.672698675688,10054092.0,10100000.0,14497.934604221682,14504.672698675688,5.786187863649388,5.786187863649388,146.48254600200215,99999,10099899
10,0.01,0.6,0.0,16,1,True,3701,0,50500.0,2148.536539734689,constant distance,19.719768202976045,500.0,3913.432567588432,1197.711097754802,50509.0,50500.0,2099.991745905765,3898.6047529358507,0.04037516786415122,0.08499819519217666,22.62223416872495,140,14140
10,1.0,0.6,0.0,2,1,True,3703,2,30300.0,-1265.280372295579,constant distance,-8.352200097660097,300.0,2426.075179067839,-4418.861308273131,30281.0,30300.0,-647.3296822064008,-538.4237561500789,2.348602739569163,2.013809646608303,-8.352200097660097,299,30199
10,0.2,0.6,1.0,8,10,True,3701,0,30300.0,2155.793736905849,constant distance,8.690569399779744,300.0,3913.432567588432,1068.4835681564375,3017.0,30300.0,2111.3028448670316,3898.6047529358507,0.3344798435584617,0.2517320221427142,8.690569399779744,299,30199
10,0.01,0.6,0.0,16,10000,True,3703,2,30300.0,-753.8776332466622,constant distance,-9.575099763684138,300.0,2426.075179067839,-4181.484658298796,3.0,30300.0,-759.5106139022191,2424.6248474958406,0.23674553446329769,0.0870540744131131,-9.717946420433549,90,9090
10,0.1,0.6,1.0,16,1000,True,3702,1,10100000.0,14502.836003952058,max episodes,146.48254600200215,100000.0,14502.836003952058,14504.672698675688,10100.0,10100000.0,14499.841295305832,14504.672698675688,5.68798302439499,5.68798302439499,146.48254600200215,99999,10099899
10,1.0,0.6,0.0,4,1,True,3701,0,30300.0,2434.8429906166416,constant distance,22.03358209600212,300.0,3913.432567588432,1286.6129188823477,28786.0,30300.0,2193.5963649646433,4074.9011861201907,0.9625508176590589,0.9104196297509868,22.03358209600212,299,30199
10,0.5,0.6,1.0,16,100,True,3703,2,30300.0,-531.3781400408568,constant distance,-41.88750397849281,300.0,2426.075179067839,-4180.0336300334,300.0,30300.0,-671.2722043275376,2090.5198741561867,2.338856845601554,0.8598342824440508,-41.88750397849281,299,30199
10,0.01,0.6,0.0,4,10,True,3701,0,40400.0,2104.3388287899415,constant distance,24.332795920427248,400.0,3913.432567588432,1344.0170432750308,4075.0,40400.0,2194.8779536152742,3898.6047529358507,0.07492632487716724,0.09250927273005108,19.930445687180743,150,15150
10,0.01,0.6,1.0,8,1000,True,3703,2,30300.0,-699.087285004777,constant distance,-39.73003275549878,300.0,2426.075179067839,-4289.744015945926,30.0,30300.0,-716.8304069183498,2424.6248474958406,0.1466094815943249,0.09436412352420946,-43.18483583859616,110,11110
10,0.2,0.6,1.0,4,1,True,3702,1,10100000.0,14502.836003952058,max episodes,146.48254600200215,100000.0,14502.836003952058,14502.836003952058,10065328.0,10100000.0,14500.929312867907,14504.672698675688,5.501068397045842,5.501068397045842,146.48254600200215,99999,10099899
10,0.1,0.6,0.0,4,10000,True,3701,0,30300.0,2267.2040572963847,constant distance,18.951102957720373,300.0,3913.432567588432,1136.7937737043785,3.0,30300.0,2090.787340760148,3898.6047529358507,0.513936980323611,0.45304404985957974,18.951102957720373,299,30199
10,0.5,0.6,1.0,2,1,True,3701,0,30300.0,2120.749763440474,constant distance,16.092880152166675,300.0,3913.432567588432,1344.7490475729849,30269.0,30300.0,2104.0706058002565,3774.5451416989877,1.0080791062579613,1.3278268048001378,16.092880152166675,299,30199
10,0.1,0.6,0.0,8,100,True,3703,2,30300.0,-733.9404236701766,constant distance,-5.031819847515969,300.0,2426.075179067839,-4185.759986776053,299.0,30300.0,-774.8394091419524,2424.6248474958406,0.5676595290190948,0.2815605874217379,-5.031819847515969,299,30199
10,0.01,0.6,1.0,1,-1,True,3703,2,50500.0,-909.8621967672881,constant distance,-43.199007827664765,500.0,2429.146433772392,-4306.024578874138,0,50500.0,-815.8567252695487,2250.038836568094,0.2685623994517006,0.09111934331794648,-42.96072541984201,370,37370
10,0.5,0.6,0.0,16,100,True,3701,0,30300.0,2057.8334995242726,constant distance,25.58181087946381,300.0,3913.432567588432,1109.3901798077902,297.0,30300.0,2142.1789516710523,3898.6047529358507,1.1056127010650647,0.5438465867476405,25.58181087946381,299,30199
10,0.1,0.6,0.0,16,10000,True,3702,1,10100000.0,14500.999309228428,max episodes,146.48254600200215,100000.0,14502.836003952058,14497.325919781168,1010.0,10100000.0,14499.162614504798,14504.672698675688,5.715497770393269,5.715497770393269,146.48254600200215,99999,10099899
10,0.2,0.6,0.0,16,10,True,3703,2,30300.0,-717.0570617404283,constant distance,-5.100473597267077,300.0,2426.075179067839,-4184.262507835892,2998.0,30300.0,-792.7601703850064,2424.6248474958406,0.31856843604428936,0.29652193660513115,-5.100473597267077,299,30199
10,1.0,0.6,1.0,2,1000,True,3701,0,30300.0,2990.70683356709,constant distance,14.291922637962102,300.0,3913.432567588432,1219.86876291161,30.0,30300.0,2036.3158482883298,4074.9011861201907,2.9464890222489837,2.950770955677138,14.291922637962102,299,30199
10,1.0,0.6,1.0,4,10,True,3703,2,30300.0,-344.08242398824467,constant distance,-42.715391852155804,300.0,2426.075179067839,-4143.545447693235,3012.0,30300.0,-736.2587183268153,2090.5198741561867,2.0818133523425084,2.73990621652858,-42.715391852155804,299,30199
10,0.01,0.6,1.0,16,1000,True,3702,1,10100000.0,14500.999309228428,max episodes,146.48254600200215,100000.0,14502.836003952058,14480.7956672685,10100.0,10100000.0,14502.836003952058,14504.672698675688,5.781084354137819,5.78108435413782,146.48254600200215,99999,10099899
10,1.0,0.6,1.0,8,10,True,3701,0,30300.0,2389.798027243609,constant distance,12.551348852214662,300.0,3913.432567588432,1283.2299794703288,3029.0,30300.0,2113.5963189398044,3898.6047529358507,0.9744145586724284,0.9381310381144627,12.551348852214662,299,30199
10,0.5,0.6,1.0,4,1000,True,3702,1,10100000.0,14502.836003952058,max episodes,146.48254600200215,100000.0,14502.836003952058,14504.672698675688,10100.0,10100000.0,14502.426667191019,14504.672698675688,5.565254907346698,5.565254907346698,146.48254600200215,99999,10099899
10,1.0,0.6,1.0,4,1000,True,3703,2,30300.0,-1253.4849206328438,constant distance,-44.37488579769,300.0,2426.075179067839,-4300.903782902288,30.0,30300.0,-1011.1136306394258,2090.5198741561867,3.9370035052272945,2.8157319253063764,-44.37488579769,299,30199
10,1.0,0.6,1.0,8,10000,True,3701,0,30300.0,3366.10576106536,constant distance,13.699938595670224,300.0,3913.432567588432,1137.7236029440746,3.0,30300.0,2142.7525688234214,4074.9011861201907,2.8434210804972118,4.096042003929686,13.699938595670224,299,30199
10,0.5,0.6,0.0,4,1,True,3702,1,10100000.0,14502.836003952058,max episodes,146.48254600200215,100000.0,14502.836003952058,14499.162614504798,10099813.0,10100000.0,14497.934604221682,14504.672698675688,4.946829108679714,4.946829108679714,146.48254600200215,99999,10099899
10,0.5,0.6,1.0,2,1000,True,3702,1,10100000.0,14502.836003952058,max episodes,146.48254600200215,100000.0,14502.836003952058,14504.672698675688,10100.0,10100000.0,14502.836003952058,14504.672698675688,5.245069041853291,5.245069041853291,146.48254600200215,99999,10099899
10,1.0,0.6,1.0,8,1000,True,3703,2,30300.0,-2504.1975227887574,constant distance,-38.660113996749054,300.0,2426.075179067839,-4171.681649875904,30.0,30300.0,-904.5281698221258,-3177.6015432636295,3.8636721297257735,2.6641077422229524,-38.660113996749054,299,30199
10,0.01,0.6,1.0,16,100,True,3701,0,30300.0,2042.3631038107453,constant distance,11.809330127063529,300.0,3913.432567588432,1165.4915161020087,301.0,30300.0,2082.368429592371,3898.6047529358507,0.05622523092784543,0.08585962578286542,14.48290205581905,100,10100
10,0.2,0.6,0.0,8,1000,True,3702,1,10100000.0,14502.836003952058,max episodes,146.48254600200215,100000.0,14502.836003952058,14495.489225057538,10100.0,10100000.0,14490.92716572768,14504.672698675688,5.748662533611418,5.7486625336114185,146.48254600200215,99999,10099899
10,0.1,0.6,1.0,16,100,True,3703,2,30300.0,-933.4132827357789,constant distance,-39.30190169007078,300.0,2426.075179067839,-4190.287752181058,301.0,30300.0,-913.3190362910036,2424.6248474958406,0.547674675292473,0.2215333157564321,-39.30190169007078,299,30199
10,0.5,0.6,1.0,8,10000,True,3703,2,30300.0,-209.10153935099993,constant distance,-46.553630143814836,300.0,2426.075179067839,-4037.620070578752,3.0,30300.0,-758.3258153117794,2424.6248474958406,2.1019892002201335,2.493586807357872,-46.553630143814836,299,30199
10,0.1,0.6,0.0,2,100,True,3703,2,30300.0,-666.6128813694202,constant distance,-8.807591738572334,300.0,2426.075179067839,-4139.557714153428,308.0,30300.0,-671.3934526005809,2424.6248474958406,0.7033580902653627,0.7784765244437042,-8.807591738572334,299,30199
10,0.01,0.6,1.0,4,1000,True,3703,2,30300.0,-660.2961249855696,constant distance,-42.43418457230694,300.0,2426.075179067839,-4290.9136945102,30.0,30300.0,-743.1856903794968,2090.5198741561867,0.16301615237240227,0.07454804039570341,-43.81976168493671,110,11110
10,0.01,0.6,1.0,8,100,True,3702,1,10100000.0,14493.652530333908,max episodes,146.48254600200215,100000.0,14502.836003952058,14495.489225057538,99340.0,10100000.0,14502.836003952058,14504.672698675688,5.783239886050929,5.783239886050929,146.48254600200215,99999,10099899
10,1.0,0.6,1.0,16,100,True,3701,0,30300.0,1979.0957164441422,constant distance,11.038405015777075,300.0,3913.432567588432,1141.0041545929987,300.0,30300.0,2143.527110481067,2469.6381570063054,2.4900659230111795,1.5275019737063664,11.038405015777075,299,30199
10,0.2,0.6,0.0,16,10000,True,3701,0,30300.0,2232.7797657148208,constant distance,20.67734498420312,300.0,3913.432567588432,1301.0814218841208,3.0,30300.0,2034.4613826047316,3265.87736459149,0.8023037571234914,0.7890076651100232,20.67734498420312,299,30199
10,0.2,0.6,0.0,4,10000,True,3703,2,30300.0,-1459.5126466109848,constant distance,-6.1733361079947695,300.0,2426.075179067839,-4234.242544536261,3.0,30300.0,-799.579251905532,2424.6248474958406,1.181930125939201,1.3986604320477847,-6.1733361079947695,299,30199
10,0.5,0.6,0.0,4,100,True,3703,2,30300.0,-522.0313852559285,constant distance,-6.1633608912963656,300.0,2426.075179067839,-4209.930754057524,302.0,30300.0,-789.921249888984,2424.6248474958406,1.9145259431157673,1.1978540536336522,-6.1633608912963656,299,30199
10,1.0,0.6,1.0,16,1,True,3703,2,30300.0,-502.3701076812024,constant distance,-42.636573572824034,300.0,2426.075179067839,-4360.718461464713,30251.0,30300.0,-848.3917001218877,2424.6248474958406,0.833306854014837,0.9014654806156118,-42.636573572824034,299,30199
10,0.5,0.6,0.0,4,10000,True,3701,0,30300.0,2232.400931378309,constant distance,22.66801782858112,300.0,3913.432567588432,1138.914369145284,3.0,30300.0,2222.379586757474,3265.87736459149,1.4150538898884857,1.5512720126776052,22.66801782858112,299,30199
10,0.1,0.6,0.0,4,10,True,3703,2,30300.0,-863.2908527384891,constant distance,-10.756875821578067,300.0,2426.075179067839,-4050.763849896824,3019.0,30300.0,-749.8536113696252,2424.6248474958406,0.395095997545598,0.3393992137158566,-10.756875821578067,299,30199
10,0.5,0.6,0.0,16,100,True,3702,1,10100000.0,14491.067158448723,max episodes,146.48254600200215,100000.0,14502.836003952058,14504.672698675688,100930.0,10100000.0,14502.426667191019,14504.672698675688,5.543986467657698,5.543986467657699,146.48254600200215,99999,10099899
